"","drinks.idDrink","drinks.strDrink","drinks.strCategory","drinks.strAlcoholic","drinks.strGlass","drinks.strInstructions","drinks.strDrinkThumb","drinks.strIngredient1","drinks.strIngredient2","drinks.strIngredient3","drinks.strIngredient4","drinks.strIngredient5","drinks.strIngredient6","drinks.strIngredient7","drinks.strIngredient8","drinks.strIngredient9","drinks.strIngredient10","drinks.strIngredient11","drinks.strIngredient12","drinks.strIngredient13","drinks.strIngredient14","drinks.strIngredient15","drinks.strMeasure1","drinks.strMeasure2","drinks.strMeasure3","drinks.strMeasure4","drinks.strMeasure5","drinks.strMeasure6","drinks.strMeasure7","drinks.strMeasure8","drinks.strMeasure9","drinks.strMeasure10","drinks.strMeasure11","drinks.strMeasure12","drinks.strMeasure13","drinks.strMeasure14","drinks.strMeasure15","drinks.dateModified"
"77","11076","Beadlestone Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Stir ingredients with ice, strain into a cocktail glass, and serve.",NA,"Dry Vermouth","Scotch","","","","","","","","","","","","","","1 1/2 oz ","1 1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"78","11077","Beal's Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Stir all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Dry Vermouth","Sweet Vermouth","Scotch","","","","","","","","","","","","","1/2 oz ","1/2 oz ","1 1/2 oz "," "," "," "," "," ","","","","","","","",NA
"79","11078","Beauty Spot Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Pour a dash of grenadine in a cocktail glass. Shake remaining ingredients with ice, strain into glass over grenadine, and serve.",NA,"Sweet Vermouth","Dry Vermouth","Gin","Orange juice","Grenadine","","","","","","","","","","","1/2 oz ","1/2 oz ","1 oz ","1 tsp ","1 dash "," "," "," "," "," ","","","","","",NA
"80","11079","Bee Stinger","Ordinary Drink","Alcoholic","Cocktail glass","Shake ingredients with ice, strain into a cocktail glass, and serve.",NA,"Blackberry brandy","White Creme de Menthe","","","","","","","","","","","","","","1 1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"81","11080","Belles Of St. Mary's","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",NA,"Gin","Triple sec","Apricot brandy","Lemon juice","","","","","","","","","","","","1 1/2 oz ","1 oz ","1 oz ","2 tsp "," "," "," "," "," ","","","","","","",NA
"82","11081","Bengal","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",NA,"Brandy","Maraschino liqueur","Triple sec","Pineapple juice","Bitters","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1/2 oz ","1 oz ","2 dashes "," "," "," "," "," ","","","","","",NA
"83","11082","Bennett Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Gin","Lime","Powdered sugar","Orange bitters","","","","","","","","","","","","1 1/2 oz ","Juice of 1/2 ","1/2 tsp ","2 dashes "," "," "," "," "," ","","","","","","",NA
"84","11083","Bentley","Ordinary Drink","Alcoholic","Cocktail glass","Stir Calvados and Dubonnet with cracked ice and strain into a cocktail glass. Add the twist of lemon peel and serve.",NA,"Calvados","Dubonnet Rouge","Lemon peel","","","","","","","","","","","","","1 1/2 oz ","1 oz ","1 twist of "," "," "," "," "," ","","","","","","","",NA
"85","11084","Bermuda Highball","Ordinary Drink","Alcoholic","Highball glass","Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)","http://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg","Brandy","Gin","Dry Vermouth","Carbonated water","Lemon peel","","","","","","","","","","","3/4 oz ","3/4 oz ","3/4 oz ","
","
","
","
","
","
","
","","","","","","2015-09-02 16:08:48"
"86","11085","Bermuda Rose","Ordinary Drink","Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Apricot brandy","Gin","Grenadine","","","","","","","","","","","","","1 1/2 tsp ","1 1/4 oz ","1 1/2 tsp "," "," "," "," "," ","","","","","","","",NA
"87","11086","Bernardo","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine the gin, triple sec, lemon juice, and bitters. Shake well. Strain into a cocktail glass and garnish with the lemon twist.",NA,"Gin","Triple sec","Lemon juice","Bitters","Lemon peel","","","","","","","","","","","2 oz ","1/2 oz ","2 tsp ","2 dashes ","1 twist of "," "," "," "," "," ","","","","","",NA
"88","11087","Betsy Ross","Ordinary Drink","Alcoholic","Cocktail glass","In a mixing glass half-filled with crushed ice, combine all of the ingredients. Stir well. Strain into a cocktail glass.",NA,"Ice","Brandy","Tawny port","Triple sec","","","","","","","","","","","","crushed ","2 oz ","1 1/2 oz ","1/2 tsp "," "," "," "," "," ","","","","","","",NA
"89","11088","Between The Sheets","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",NA,"Brandy","Light rum","Triple sec","Lemon juice","","","","","","","","","","","","1 oz ","1 oz ","1 oz ","1 oz "," "," "," "," "," ","","","","","","",NA
"90","11089","Biffy Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Gin","Swedish Punsch","Lemon","","","","","","","","","","","","","1 1/2 oz ","1 tblsp ","Juice of 1/2 "," "," "," "," "," ","","","","","","","",NA
"91","11090","Bijou Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Shake all ingredients (except the cherry) with ice and strain into a cocktail glass. Add the cherry on top and serve.",NA,"Sweet Vermouth","Gin","Green Chartreuse","Orange bitters","Cherry","","","","","","","","","","","3/4 oz ","3/4 oz ","3/4 oz ","1 dash ","1 "," "," "," "," "," ","","","","","",NA
"92","11091","Bikini","Ordinary Drink","Alcoholic","Cocktail glass","Shake rum, vodka, milk, sugar, and juice of lemon with ice and strain into a cocktail glass. Decorate with a twist of lemon and serve.",NA,"Light rum","Vodka","Milk","Sugar","Lemon","Lemon peel","","","","","","","","","","1 oz ","2 oz ","1/2 oz ","1 tsp ","Juice of 1/2 ","Twist of "," "," "," "," "," ","","","","",NA
"93","11092","Billy Taylor","Ordinary Drink","Alcoholic","Collins glass","Pour gin and juice of lime into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",NA,"Gin","Lime","Carbonated water","","","","","","","","","","","","","2 oz ","Juice of 1/2 ","
","
","
","
","
","
","","","","","","","",NA
"94","11093","Bishop","Ordinary Drink","Alcoholic","Highball glass","Shake juice of lemon, juice of orange, and powdered sugar with ice and strain into a highball glass. Add two ice cubes, fill with burgundy, and stir well. Decorate with various fruits and serve.",NA,"Lemon","Orange","Powdered sugar","Red wine","","","","","","","","","","","","Juice of 1/4 ","Juice of 1/4 ","1 tsp "," (Burgundy)
","
","
","
","
","
","","","","","","",NA
"95","11094","Bitch-On-Wheels","Ordinary Drink","Alcoholic","Cocktail glass","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",NA,"Gin","Dry Vermouth","White Creme de Menthe","Pernod","","","","","","","","","","","","2 oz ","1/2 oz ","1/2 oz ","1 tsp "," "," "," "," "," ","","","","","","",NA
"96","11095","Black Baltimore","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",NA,"Brandy","Black Sambuca","Egg white","","","","","","","","","","","","","2 oz ","1 oz ","1 "," "," "," "," "," ","","","","","","","",NA
"97","11096","Black Devil","Ordinary Drink","Alcoholic","Cocktail glass","Stir rum and vermouth with cracked ice and strain into a cocktail glass. Top with the black olive and serve.",NA,"Dry Vermouth","Light rum","Olive","","","","","","","","","","","","","1/2 oz ","2 oz ","1 black "," "," "," "," "," ","","","","","","","",NA
"98","11097","Black Hawk","Ordinary Drink","Alcoholic","Cocktail glass","Stir blended whiskey and sloe gin with ice and strain into a cocktail glass. Top with the cherry and serve.",NA,"Blended whiskey","Sloe gin","Cherry","","","","","","","","","","","","","1 1/4 oz ","1 1/4 oz ","1 "," "," "," "," "," ","","","","","","","",NA
"99","11098","Blackjack #1","Ordinary Drink","Alcoholic","Old-fashioned glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass.",NA,"Scotch","Kahlua","Triple sec","Lemon juice","","","","","","","","","","","","1 1/2 oz ","1 oz ","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","",NA
"100","11099","Black Maria","Ordinary Drink","Alcoholic","Brandy snifter","Combine and stir all ingredients in a brandy snifter. Add cracked ice and serve.",NA,"Coffee brandy","Light rum","Coffee","Powdered sugar","","","","","","","","","","","","2 oz ","2 oz ","4 oz strong, black ","2 tsp "," "," "," "," "," ","","","","","","",NA
"101","11100","Black Monday","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",NA,"Dark rum","Black Sambuca","Cherry brandy","Lemon juice","","","","","","","","","","","","1 oz ","1/2 oz ","1 tsp ","1/2 oz "," "," "," "," "," ","","","","","","",NA
"102","11101","Black Pagoda","Ordinary Drink","Alcoholic","Cocktail glass","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",NA,"Brandy","Sweet Vermouth","Dry Vermouth","Triple sec","","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1/2 oz ","2 tsp "," "," "," "," "," ","","","","","","",NA
"103","11102","Black Russian","Ordinary Drink","Alcoholic","Old-fashioned glass","Pour ingredients over ice cubes in an old-fashioned glass and serve.",NA,"Coffee liqueur","Vodka","","","","","","","","","","","","","","3/4 oz ","1 1/2 oz "," "," "," "," "," ","","","","","","","","",NA
"104","11103","Black Stripe Cold","Ordinary Drink","Alcoholic","Old-fashioned glass","Pour all of the ingredients into a mixing glass and stir well to dissolve the honey and molasses. Pour into an old-fashioned glass filled with crushed ice. Stir well.",NA,"Dark rum","Molasses","Honey","Water","Ice","","","","","","","","","","","2 oz ","1/2 oz ","1 tsp ","1 oz boiling ","crushed "," "," "," "," "," ","","","","","",NA
"105","11104","Black Velvet","Ordinary Drink","Alcoholic","Champagne flute","Pour stout into a champagne flute. Add champagne carefully, so it does not mix with stout, and serve.",NA,"Stout","Champagne","","","","","","","","","","","","","","5 oz chilled ","5 oz chilled "," "," "," "," "," ","","","","","","","","",NA
"106","11105","Blackjack #2","Ordinary Drink","Alcoholic","Old-fashioned glass","Shake all ingredients with cracked ice, strain into an old-fashioned glass over ice cubes, and serve.",NA,"Brandy","Kirschwasser","Coffee","","","","","","","","","","","","","1/2 oz ","1 oz ","1 oz "," "," "," "," "," ","","","","","","","",NA
"107","11106","Blackthorn","Ordinary Drink","Alcoholic","Cocktail glass","Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.","http://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg","Sweet Vermouth","Sloe gin","Lemon peel","","","","","","","","","","","","","1 oz ","1 1/2 oz ","1 twist of "," "," "," "," "," ","","","","","","","","2015-09-02 16:57:10"
"108","11107","Blarney Stone Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Shake Irish whiskey, anis, triple sec, and maraschino with ice and strain into a cocktail glass. Add the twist of orange peel, top with the olive, and serve.",NA,"Irish whiskey","Anis","Triple sec","Maraschino liqueur","Orange peel","Olive","","","","","","","","","","2 oz ","1/2 tsp ","1/2 tsp ","1/4 tsp ","Twist of ","1 "," "," "," "," "," ","","","","",NA
"109","11108","Blimey","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake wel. Strain into a cocktail glass.",NA,"Scotch","Lime juice","Sugar","","","","","","","","","","","","","2 oz ","1/2 oz ","1/2 tsp superfine "," "," "," "," "," ","","","","","","","",NA
"110","11109","Blinder","Ordinary Drink","Alcoholic","Highball glass","Pour the scotch and grapefruit juice into a highball glass alomst filled with ice cubes. Drop the grenadine into the center of the drink.",NA,"Scotch","Grapefruit juice","Grenadine","","","","","","","","","","","","","2 oz ","5 oz ","1 tsp "," "," "," "," "," ","","","","","","","",NA
"111","11110","Bloodhound Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Shake all ingredients (except strawberries) with ice and strain into a cocktail glass. Decorate with the 3 crushed strawberries and serve.",NA,"Sweet Vermouth","Dry Vermouth","Gin","Strawberries","","","","","","","","","","","","1/2 oz ","1/2 oz ","1 oz ","3 crushed "," "," "," "," "," ","","","","","","",NA
"112","11111","Bloody Bull","Ordinary Drink","Alcoholic","Highball glass","Pour vodka, tomato juice, and beef bouillon over ice in a highball glass and stir. Add the slice of lime and the wedge of lemon and serve.",NA,"Vodka","Tomato juice","Beef bouillon","Lime","Lemon","","","","","","","","","","","1 oz ","1/2 glass ","1/2 glass ","1 slice ","1 "," "," "," "," "," ","","","","","",NA
"113","11112","Bloody Maria","Ordinary Drink","Alcoholic","Old-fashioned glass","Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.",NA,"Tequila","Tomato juice","Lemon juice","Tabasco sauce","Celery salt","Lemon","","","","","","","","","","1 oz ","2 oz ","1 dash ","1 dash ","1 dash ","1 slice "," "," "," "," "," ","","","","",NA
"114","11113","Bloody Mary","Ordinary Drink","Alcoholic","Old-fashioned glass","Shake all ingredients (except lime wedge) with ice and strain into an old-fashioned glass over ice cubes. Add salt and pepper to taste. Add the wedge of lime and serve.","http://www.thecocktaildb.com/images/media/drink/uyquuu1439906954.jpg","Vodka","Tomato juice","Lemon juice","Worcestershire sauce","Tabasco sauce","Lime","","","","","","","","","","1 1/2 oz ","3 oz ","1 dash ","1/2 tsp ","2-3 drops ","1 wedge "," "," "," "," "," ","","","","","2015-08-18 15:09:14"
"115","11114","Blue Cowboy","Ordinary Drink","Alcoholic","Cocktail glass","In a mixing glass half-filled with crushed ice, combine both of the ingredients. Stir well. Strain into a cocktail glass.",NA,"Ice","Gin","Blue Curacao","","","","","","","","","","","","","crushed ","1 1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","",NA
"116","11115","Blue Devil Cocktail","Ordinary Drink","Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Gin","Lemon","Maraschino liqueur","Blue Curacao","","","","","","","","","","","","1 oz ","Juice of 1/2 ","1 tblsp ","1/2 tsp "," "," "," "," "," ","","","","","","",NA
"117","11116","Blue Hawaiian","Ordinary Drink","Alcoholic","Highball glass","Blend light rum, blue curacao, pineapple juice, and cream of coconut with one cup ice in an electric blender at high speed. Pour contents into a highball glass. Decorate with the slice of pineapple and a cherry.",NA,"Light rum","Pineapple juice","Blue Curacao","Cream of coconut","Pineapple","Cherry","","","","","","","","","","1 oz ","2 oz ","1 oz ","1 oz ","1 slice ","1 "," "," "," "," "," ","","","","",NA
"118","11117","Blue Lagoon","Ordinary Drink","Alcoholic","Highball glass","Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",NA,"Vodka","Blue Curacao","Lemonade","Cherry","","","","","","","","","","","","1 oz ","1 oz ","
","
","
","
","
","
","
","","","","","","",NA
"119","11118","Blue Margarita","Ordinary Drink","Alcoholic","Cocktail glass","Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.","http://www.thecocktaildb.com/images/media/drink/qtvvyq1439905913.jpg","Tequila","Blue Curacao","Lime juice","Salt","","","","","","","","","","","","1 1/2 oz ","1 oz ","1 oz ","Coarse "," "," "," "," "," ","","","","","","","2015-08-18 14:51:53"
"120","11119","Blue Mountain","Ordinary Drink","Alcoholic","Old-fashioned glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes.","http://www.thecocktaildb.com/images/media/drink/vsxssp1441209853.jpg","Añejo rum","Tia maria","Vodka","Orange juice","Lemon juice","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1/2 oz ","1 oz ","1 tsp "," "," "," "," "," ","","","","","","2015-09-02 17:04:13"
